1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),17 - Longitude (decimal),16 - Latitude (decimal),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,62 - Culverts Condition Rating,63 - Operating Rating Method Code,64 - Operating Rating (US tons),66 - Inventory Rating (US tons),91 - Designated Inspection Frequency,90 - Inspection Date,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,21 - Maintenance Responsibility
31,Nebraska,S020 38101     ,State Highway Agency,27,Cedar County,0,0,No Place Code,1929,1995,Steel,Stringer/Multi-beam or Girder,3,87.9,MIDDLE LOGAN CREEK      ,US20              ,Poor,93,3721.3,-97.2957,42.3932,6,6,4,N,1,34.2,19.8,24,9/2/2018 0:00,N  ,N  ,Y24,,,1121,1
31,Nebraska,C004104015     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1935,30,Steel,Girder and Floorbeam System,1,49.9,LINCOLN CREEK           ,COUNTY HIGHWAY    ,Fair,87,981.7,-97.9394,40.8869,5,6,5,N,1,12.1,6.6,24,9/2/2017 0:00,Y24,N  ,N  ,921,,,2
31,Nebraska,C009000602     ,County Highway Agency,179,Wayne County,0,0,No Place Code,2017,50,Steel,Culvert,3,31.2,DEER CREEK              ,862 RD            ,Good,5,746.5,-97.3269,42.3227,N,N,N,9,3,47.4,36.4,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006305705     ,County Highway Agency,125,Nance County,0,0,No Place Code,1977,85,Steel,Stringer/Multi-beam or Girder,2,80.1,PRAIRIE CREEK           ,COLL 7627         ,Fair,45,2074.8,-97.7528,41.3308,7,7,6,N,1,59.5,35.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001802520     ,County Highway Agency,35,Clay County,0,0,No Place Code,2017,40,Steel,Culvert,2,25.3,SCHOOL CREEK            ,RD N              ,Good,5,704.5,-98.052,40.616,N,N,N,9,3,46.3,36.4,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004103715     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1935,60,Steel,Girder and Floorbeam System,1,49.9,LINCOLN CREEK           ,COLL 7611         ,Poor,87,899.9,-97.9404,40.8861,4,5,4,N,1,23.1,15.4,24,9/2/2017 0:00,Y24,N  ,N  ,921,,,2
31,Nebraska,S081 16132     ,State Highway Agency,139,Pierce County,0,0,No Place Code,2003,8565,Concrete,Culvert,3,30.8,STREAM                  ,US81              ,Good,19,1234.4,-97.4266,42.096,N,N,N,7,0,47.4,36.4,24,10/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S006 22994     ,State Highway Agency,35,Clay County,0,0,No Place Code,1998,2815,Concrete Continuous,Slab,3,83,SCHOOL CREEK            ,US6               ,Fair,24,3785.3,-98.0668,40.5827,6,7,8,N,1,71.7,43,48,8/2/2015 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C004123505     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1935,45,Steel,Stringer/Multi-beam or Girder,1,40,BEAVER CREEK            ,COUNTY HIGHWAY    ,Poor,87,958.6,-97.9593,40.8441,6,8,4,N,1,27.6,16.5,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004102905     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1935,30,Steel,Girder and Floorbeam System,1,49.9,W FK BIG BLUE RIVER     ,COUNTY HIGHWAY    ,Poor,87,801.7,-98.0162,40.7073,4,5,3,N,1,16.5,9.9,24,9/2/2017 0:00,Y24,N  ,Y24,921,,920,2
31,Nebraska,C007102635     ,County Highway Agency,141,Platte County,0,0,No Place Code,1980,150,Steel,Stringer/Multi-beam or Girder,1,29.9,STREAM                  ,FAS 2770          ,Fair,42,891.4,-97.6541,41.5695,5,7,7,N,1,46.3,26.5,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007102130     ,County Highway Agency,141,Platte County,0,0,No Place Code,2001,35,Steel,Stringer/Multi-beam or Girder,1,58.1,STREAM                  ,TOWNSHIP ROAD     ,Fair,21,1733.7,-97.6383,41.6067,5,9,9,N,1,66.1,38.6,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001801910     ,County Highway Agency,35,Clay County,0,0,No Place Code,1935,100,Steel,Stringer/Multi-beam or Girder,1,21,STREAM                  ,FAS 2405          ,Fair,87,502.9,-98.1083,40.4862,5,7,5,N,1,28.7,16.5,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007024820     ,County Highway Agency,139,Pierce County,0,0,No Place Code,1981,555,Steel,Stringer/Multi-beam or Girder,3,120.1,STREAM                  ,FAS 2850          ,Fair,41,3585,-97.4244,42.1054,7,5,7,N,1,39.7,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005903110     ,County Highway Agency,119,Madison County,0,0,No Place Code,1970,60,Steel,Stringer/Multi-beam or Girder,1,39,UNION CREEK N FK TRIB   ,549TH ST          ,Good,52,999.1,-97.5425,41.8328,7,8,7,N,1,33.1,19.8,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S091 14656     ,State Highway Agency,141,Platte County,0,0,No Place Code,1989,2855,Steel,Stringer/Multi-beam or Girder,1,77.1,STREAM                  ,N91               ,Good,33,3288.4,-97.5987,41.7001,8,8,8,N,1,77.2,46.3,48,6/2/2015 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C009000335     ,County Highway Agency,179,Wayne County,0,0,No Place Code,2010,30,Concrete,Culvert,2,24.9,STREAM                  ,559TH AVE/COL 7793,Good,12,646.3,-97.3492,42.2803,N,N,N,9,0,46.3,36.4,24,5/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S092 38425     ,State Highway Agency,121,Merrick County,0,0,No Place Code,2004,895,Prestressed Concrete,Stringer/Multi-beam or Girder,1,91.9,PLATTE RIVER            ,N92               ,Good,18,4249.6,-97.82,41.1802,7,8,8,N,3,60.6,39.7,24,12/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001802315     ,County Highway Agency,35,Clay County,0,0,No Place Code,2017,40,Concrete,Culvert,2,20.7,STREAM                  ,CO RD M           ,Good,5,576.4,-98.07,40.58,N,N,N,9,3,47.4,36.4,24,4/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007132540     ,County Highway Agency,141,Platte County,0,0,No Place Code,1981,30,Steel,Stringer/Multi-beam or Girder,1,40,STREAM                  ,TOWNSHIP ROAD     ,Good,41,1195,-97.5833,41.7,7,7,7,N,1,45.2,26.5,24,6/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004104605     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1991,60,Steel,Stringer/Multi-beam or Girder,1,40,BEAVER CREEK            ,COUNTY HIGHWAY    ,Fair,31,1142.5,-97.9617,40.8433,5,6,7,N,1,48.5,28.7,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S081 16191     ,State Highway Agency,139,Pierce County,0,0,No Place Code,1938,8565,Concrete,Culvert,6,86,STREAM                  ,US81              ,Fair,84,3440.6,-97.4265,42.1045,N,N,N,6,0,36.4,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001801305     ,County Highway Agency,35,Clay County,0,0,No Place Code,1935,60,Steel,Girder and Floorbeam System,1,40,DRY CREEK               ,TOWNSHIP ROAD     ,Good,87,1221.3,-98.1659,40.3532,8,8,8,N,1,19.8,11,24,8/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007025010     ,County Highway Agency,139,Pierce County,0,0,No Place Code,1989,50,Steel,Stringer/Multi-beam or Girder,1,82,N FK ELKHORN RIVER      ,COUNTY HIGHWAY    ,Good,33,2125.9,-97.4333,42.09,8,8,8,N,1,35.3,20.9,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006531125     ,County Highway Agency,129,Nuckolls County,0,0,No Place Code,2006,25,Steel,Stringer/Multi-beam or Girder,1,29.9,DRY CREEK               ,COUNTY HIGHWAY    ,Good,16,793.4,-98.1808,40.3164,7,8,8,N,1,47.4,27.6,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004104325     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1989,350,Steel,Stringer/Multi-beam or Girder,1,49.9,N BR BIG BLUE RIVER     ,FAS 2505          ,Fair,33,1488.9,-97.8843,41.032,5,7,7,N,1,47.4,27.6,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007111910     ,County Highway Agency,141,Platte County,0,0,No Place Code,1935,35,Steel,Stringer/Multi-beam or Girder,1,24,STREAM                  ,TOWNSHIP ROAD     ,Fair,87,479.3,-97.6583,41.57,5,6,5,N,1,47.4,27.6,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C009000125     ,County Highway Agency,179,Wayne County,0,0,No Place Code,2012,30,Steel,Culvert,3,33.1,STREAM                  ,558TH AVENUE      ,Good,10,728.4,-97.3683,42.245,N,N,N,9,0,46.3,36.4,24,5/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007023425     ,County Highway Agency,139,Pierce County,0,0,No Place Code,1934,165,Concrete,Slab,3,54.1,STREAM                  ,COUNTY HIGHWAY    ,Poor,88,1367.6,-97.3869,42.2069,7,6,3,N,1,33.1,19.8,24,10/2/2017 0:00,N  ,N  ,Y24,,,1120,2
31,Nebraska,S039 01830     ,State Highway Agency,125,Nance County,0,0,No Place Code,1974,1520,Steel Continuous,Stringer/Multi-beam or Girder,5,805.1,LOUP RIVER              ,N39               ,Fair,48,34603.1,-97.7235,41.4183,5,7,8,N,1,51.8,29.8,24,12/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C009104705     ,County Highway Agency,181,Webster County,0,0,No Place Code,1935,10,Steel,Stringer/Multi-beam or Girder,2,63,COURTLAND CANAL         ,COUNTY HIGHWAY    ,Fair,87,1446.7,-98.2924,40.0513,7,7,6,N,1,27.6,16.5,24,3/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005904615     ,County Highway Agency,119,Madison County,0,0,No Place Code,1976,35,Steel,Stringer/Multi-beam or Girder,1,49.9,UNION CREEK             ,COLL 7698         ,Fair,46,1194.4,-97.5731,41.7719,5,7,6,N,1,49.6,28.7,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004102010     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1963,40,Steel,Stringer/Multi-beam or Girder,1,49.9,BIG BLUE RIVER N BR     ,24 ROAD           ,Good,59,1194.4,-97.8884,41.0318,7,7,7,N,1,47.4,27.6,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007004710     ,County Highway Agency,139,Pierce County,0,0,No Place Code,2000,10,Concrete,Stringer/Multi-beam or Girder,1,32.2,ELKHORN RIVER N FK TRIB ,557TH AVE         ,Good,22,865,-97.3876,42.2059,8,8,8,N,1,88.2,51.8,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004102910     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1963,30,Steel,Stringer/Multi-beam or Girder,1,40,STREAM                  ,COUNTY HIGHWAY    ,Poor,59,801,-98.0159,40.7249,7,7,3,N,1,82.7,48.5,24,12/2/2017 0:00,N  ,N  ,Y24,,,1120,2
31,Nebraska,C006500225     ,County Highway Agency,129,Nuckolls County,0,0,No Place Code,2002,30,Concrete,Slab,3,91.9,LIBERTY CREEK           ,RD AA             ,Fair,20,2772.8,-98.1696,40.3505,5,7,7,N,1,67.2,39.7,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005903730     ,County Highway Agency,119,Madison County,0,0,No Place Code,1989,50,Steel,Stringer/Multi-beam or Girder,1,25.9,ELKHORN RIVER TRIB      ,SOUTH AIRPORT RD  ,Fair,33,680.3,-97.4845,41.9791,5,7,7,N,1,67.2,39.7,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005901825     ,County Highway Agency,119,Madison County,0,0,No Place Code,1987,175,Steel,Stringer/Multi-beam or Girder,1,29.9,ELKHORN RIVER TRIB      ,SOUTH AIRPORT RD  ,Fair,35,793.4,-97.487,41.9744,6,8,7,N,1,51.8,30.9,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007101825     ,County Highway Agency,141,Platte County,0,0,No Place Code,2000,10,Steel,Stringer/Multi-beam or Girder,3,98.1,SHELL CREEK             ,TOWNSHIP ROAD     ,Fair,22,2928.7,-97.6367,41.6267,5,9,9,N,1,37.5,23.1,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007102135     ,County Highway Agency,141,Platte County,0,0,No Place Code,1980,60,Steel,Stringer/Multi-beam or Girder,1,29.9,STREAM                  ,COLL 7695         ,Fair,42,891.4,-97.6388,41.6219,7,7,6,N,1,37.5,23.1,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001401903     ,County Highway Agency,27,Cedar County,0,0,No Place Code,1985,80,Steel,Stringer/Multi-beam or Girder,1,32.2,STREAM                  ,COUNTY HIGHWAY    ,Fair,37,727.9,-97.31,42.385,5,8,7,N,1,48.5,27.6,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S092 38387     ,State Highway Agency,121,Merrick County,0,0,No Place Code,2004,895,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,6,541,PLATTE RIVER            ,N92               ,Good,18,25027,-97.824,41.1848,7,8,8,N,3,59.5,29.8,24,12/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C006105303     ,County Highway Agency,121,Merrick County,0,0,No Place Code,1982,45,Steel,Culvert,4,23,STREAM                  ,COUNTY HIGHWAY    ,Fair,40,595.2,-97.79,41.2667,N,N,N,6,0,46.3,36.4,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005903330     ,County Highway Agency,119,Madison County,0,0,No Place Code,1935,75,Steel,Stringer/Multi-beam or Girder,1,45.9,STREAM                  ,COLL 7697         ,Poor,87,904.2,-97.5231,41.8954,5,7,4,N,1,16.5,9.9,24,1/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001401610P    ,County Highway Agency,27,Cedar County,0,0,No Place Code,1975,185,Steel Continuous,Stringer/Multi-beam or Girder,3,319.9,BOW CREEK               ,891ST RD          ,Good,47,9865.1,-97.1569,42.7382,7,8,7,N,1,54,32,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S084 04571     ,State Highway Agency,27,Cedar County,0,0,No Place Code,1965,1035,Concrete,Culvert,2,22,STREAM                  ,N84               ,Good,57,591.4,-97.2125,42.6123,N,N,N,7,0,36.4,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S080 33318     ,State Highway Agency,81,Hamilton County,0,0,No Place Code,1966,30,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,4,259.8,I80                     ,COUNTY HIGHWAY    ,Fair,56,6479,-97.9779,40.822,7,6,7,N,1,43,22,24,7/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C007102140     ,County Highway Agency,141,Platte County,0,0,No Place Code,2004,60,Concrete,Stringer/Multi-beam or Girder,1,29.9,STREAM                  ,COLL 7695         ,Good,18,891.4,-97.6388,41.6265,9,9,9,N,1,83.8,49.6,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001413220     ,County Highway Agency,27,Cedar County,0,0,No Place Code,1978,30,Steel,Stringer/Multi-beam or Girder,1,53.1,DEAD CREEK              ,883RD RD          ,Fair,44,1621.7,-97.2063,42.6269,6,7,7,N,1,57.3,34.2,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S013 00041     ,State Highway Agency,139,Pierce County,0,0,No Place Code,2020,3970,Steel Continuous,Stringer/Multi-beam or Girder,3,214.9,N FK ELKHORN RIVER      ,N13               ,Good,2,9236,-97.434,42.105,8,9,9,N,3,50.7,38.6,24,10/2/2018 0:00,N  ,Y60,N  ,,419,,1
31,Nebraska,C006321245     ,County Highway Agency,125,Nance County,0,0,No Place Code,1935,100,Steel,Stringer/Multi-beam or Girder,3,169.9,LRPPD CANAL             ,480TH ROAD        ,Good,87,3624.2,-97.713,41.453,7,7,7,N,1,26.5,16.5,24,11/2/2018 0:00,N  ,Y60,N  ,,1018,,2
31,Nebraska,S092 38367     ,State Highway Agency,121,Merrick County,0,0,No Place Code,2004,895,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,271,PLATTE RIVER            ,N92               ,Good,18,12536.3,-97.8262,41.1872,7,8,8,N,3,59.5,35.3,24,12/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C007101820     ,County Highway Agency,141,Platte County,0,0,No Place Code,2006,40,Concrete,Stringer/Multi-beam or Girder,1,29.9,STREAM                  ,TOWNSHIP ROAD     ,Fair,16,852.2,-97.64,41.6267,5,9,9,N,0,36.4,24.3,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S057 06092     ,State Highway Agency,27,Cedar County,0,0,No Place Code,1987,1835,Prestressed Concrete,Tee Beam,3,95.1,KERLOO CREEK            ,N57               ,Fair,35,3652.2,-97.243,42.548,6,7,7,N,1,56.2,33.1,48,9/2/2016 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C006122005     ,County Highway Agency,121,Merrick County,0,0,No Place Code,1982,30,Steel,Culvert,4,30.8,STREAM                  ,COUNTY HIGHWAY    ,Good,40,677.9,-97.795,41.2633,N,N,N,9,0,46.3,36.4,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007121615     ,County Highway Agency,141,Platte County,0,0,No Place Code,1999,15,Prestressed Concrete,Slab,1,29.9,SHELL CREEK TRIBUTARY   ,TOWNSHIP ROAD     ,Fair,23,930.5,-97.635,41.6417,5,7,8,N,1,80.5,48.5,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007110225     ,County Highway Agency,141,Platte County,0,0,No Place Code,1976,45,Steel,Stringer/Multi-beam or Girder,1,40,STREAM                  ,COUNTY HIGHWAY    ,Fair,46,1208.1,-97.5917,41.7433,7,6,6,N,1,43,26.5,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006105305     ,County Highway Agency,121,Merrick County,0,0,No Place Code,1987,45,Prestressed Concrete,Stringer/Multi-beam or Girder,3,76.1,SILVER CREEK            ,COUNTY HIGHWAY    ,Good,35,2172.6,-97.79,41.2767,9,9,9,N,1,76.1,45.2,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C009001205     ,County Highway Agency,179,Wayne County,0,0,No Place Code,2019,20,Steel,Culvert,4,41.7,N FK ELKHORN RIVER TRIB ,859TH ROAD        ,Good,3,997.9,-97.3608,42.2793,N,N,N,9,1,47.4,36.4,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007102143     ,County Highway Agency,141,Platte County,0,0,No Place Code,1980,60,Steel,Stringer/Multi-beam or Girder,3,98.1,SHELL CREEK             ,COLL 7695         ,Good,42,2928.7,-97.6389,41.6332,7,7,7,N,1,44.1,26.5,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006500220     ,County Highway Agency,129,Nuckolls County,0,0,No Place Code,1935,30,Steel,Stringer/Multi-beam or Girder,1,36.1,LIBERTY CREEK TRIB      ,ROAD AA           ,Fair,87,734.1,-98.1789,40.3504,5,7,7,N,1,58.4,34.2,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001401905     ,County Highway Agency,27,Cedar County,0,0,No Place Code,2009,80,Concrete,Channel Beam,1,36.1,STREAM                  ,COUNTY HIGHWAY    ,Good,13,923.5,-97.31,42.3983,7,7,8,N,1,76.1,45.2,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004103305     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1995,20,Steel,Stringer/Multi-beam or Girder,1,40,BEAVER CREEK            ,COUNTY HIGHWAY    ,Fair,27,1142.5,-97.9777,40.8352,5,6,7,N,1,48.5,28.7,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S013 00043     ,State Highway Agency,139,Pierce County,0,0,No Place Code,1975,3970,Concrete,Culvert,3,39,ELKHORN R OVERFLOW      ,N13               ,Fair,47,1562.7,-97.4377,42.1053,N,N,N,6,0,36.4,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C005903705P    ,County Highway Agency,119,Madison County,0,0,No Place Code,1972,850,Steel Continuous,Stringer/Multi-beam or Girder,3,366.1,ELKHORN RIVER           ,FAS 2830          ,Fair,50,11171.6,-97.4809,42.0052,6,7,7,N,1,61.7,37.5,24,1/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006305905P    ,County Highway Agency,125,Nance County,0,0,No Place Code,1987,70,Concrete Continuous,Slab,3,122,BEAVER CREEK            ,TOWNSHIP ROAD     ,Good,35,3723.9,-97.725,41.435,8,8,8,N,1,65,38.6,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006305505     ,County Highway Agency,125,Nance County,0,0,No Place Code,1979,35,Steel,Stringer/Multi-beam or Girder,2,80.1,PRAIRIE CREEK           ,TOWNSHIP ROAD     ,Fair,43,1917.3,-97.7717,41.325,8,8,6,N,1,44.1,26.5,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007111915     ,County Highway Agency,141,Platte County,0,0,No Place Code,1986,10,Steel,Stringer/Multi-beam or Girder,1,32.2,STREAM                  ,TOWNSHIP ROAD     ,Fair,36,959.9,-97.6581,41.5931,5,7,7,N,1,50.7,29.8,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001413215     ,County Highway Agency,27,Cedar County,0,0,No Place Code,1992,80,Steel,Stringer/Multi-beam or Girder,1,49.9,BOW CREEK TRIB          ,883RD RD          ,Good,30,1439.8,-97.2117,42.6269,7,8,7,N,1,61.7,37.5,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001423125     ,County Highway Agency,27,Cedar County,0,0,No Place Code,2007,45,Steel,Stringer/Multi-beam or Girder,1,29.9,BOW CREEK TRIB          ,567TH AVE         ,Good,15,842.4,-97.191,42.6745,7,8,8,N,1,45.2,26.5,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007111510     ,County Highway Agency,141,Platte County,0,0,No Place Code,1970,545,Prestressed Concrete,Stringer/Multi-beam or Girder,3,134.8,LOOKING GLASS CREEK     ,FAS 2845          ,Good,52,4379.7,-97.696,41.5054,7,7,7,N,1,70.5,40.8,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007012835     ,County Highway Agency,139,Pierce County,0,0,No Place Code,1935,10,Wood or Timber,Stringer/Multi-beam or Girder,2,50.9,STREAM                  ,COUNTY HIGHWAY    ,Poor,87,1034.4,-97.3761,42.2504,4,3,4,N,2,0,0,24,8/2/2018 0:00,N  ,N  ,Y24,,,217,2
31,Nebraska,C007132545     ,County Highway Agency,141,Platte County,0,0,No Place Code,1935,10,Wood or Timber,Stringer/Multi-beam or Girder,1,24,STREAM                  ,CO ROAD 370TH AVE.,Poor,87,377.2,-97.5998,41.7321,5,6,4,N,2,0,0,24,11/2/2014 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005903115     ,County Highway Agency,119,Madison County,0,0,No Place Code,1935,40,Steel,Stringer/Multi-beam or Girder,1,30.8,TAYLOR CREEK            ,COUNTY HIGHWAY    ,Poor,87,495.8,-97.5418,41.8681,6,5,4,N,1,8.8,5.5,24,1/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004123510     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,2001,50,Steel,Stringer/Multi-beam or Girder,1,49.9,LINCOLN CREEK           ,COUNTY HIGHWAY    ,Fair,21,1423.4,-97.96,40.88,5,6,7,N,1,71.7,43,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005902705     ,County Highway Agency,119,Madison County,0,0,No Place Code,1982,35,Steel,Stringer/Multi-beam or Girder,1,50.9,UNION CREEK             ,FAS 2875          ,Fair,40,1217.9,-97.5809,41.7774,6,8,8,N,1,40.8,25.4,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C007112340     ,County Highway Agency,141,Platte County,0,0,No Place Code,1994,45,Steel,Stringer/Multi-beam or Girder,1,29.9,SO FORK UNION CREEK TRIB,TOWNSHIP ROAD     ,Fair,28,891.4,-97.62,41.6867,5,8,8,N,1,56.2,34.2,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001422935     ,County Highway Agency,27,Cedar County,0,0,No Place Code,1935,50,Steel,Truss - Thru,1,102,BOW CREEK               ,566 AVE           ,Fair,87,2510.7,-97.2109,42.6322,6,5,6,N,1,13.2,6.6,24,9/2/2017 0:00,Y24,N  ,N  ,921,,,2
31,Nebraska,C001802115     ,County Highway Agency,35,Clay County,0,0,No Place Code,2017,40,Concrete,Culvert,2,20.7,STREAM                  ,CO RD L           ,Good,5,576.4,-98.0896,40.572,N,N,N,9,3,47.4,36.4,24,4/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004102705     ,County Highway Agency,81,Hamilton County,0,0,No Place Code,1995,35,Steel,Stringer/Multi-beam or Girder,1,40,W FK BIG BLUE RIVER     ,COUNTY HIGHWAY    ,Fair,27,1142.5,-98.0353,40.705,5,8,7,N,1,83.8,49.6,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006500215     ,County Highway Agency,129,Nuckolls County,0,0,No Place Code,1998,30,Steel,Stringer/Multi-beam or Girder,1,37.1,LIBERTY CREEK TRIB      ,ROAD AA           ,Fair,24,960.9,-98.1814,40.3505,5,8,7,N,1,39.7,24.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C009143435     ,County Highway Agency,181,Webster County,0,0,No Place Code,1935,30,Steel,Stringer/Multi-beam or Girder,1,53.1,STREAM                  ,COUNTY HIGHWAY    ,Fair,87,1081.1,-98.277,40.118,8,7,6,N,1,19.8,12.1,24,5/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005902710     ,County Highway Agency,119,Madison County,0,0,No Place Code,1978,35,Steel,Stringer/Multi-beam or Girder,2,41,UNION CREEK N FK TRIB   ,547TH RD          ,Good,44,820.7,-97.5809,41.7829,7,7,7,N,1,45.2,26.5,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C006305510     ,County Highway Agency,125,Nance County,0,0,No Place Code,1983,35,Steel,Stringer/Multi-beam or Girder,1,40,STREAM                  ,TOWNSHIP ROAD     ,Fair,39,801,-97.7717,41.335,8,8,6,N,1,47.4,27.6,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
